Date,Company ID,Revenue ($),Expense ($),Profit ($),Market Price ($),Volatility Index,Compliance Issue,Compliance Fine ($),Regulatory Change
2023-03-14,COMP_16,472403.29,32674.51,439728.77999999997,72.85,0.84,0,0.0,0
2023-03-15,COMP_16,122327.61,233573.37,-111245.76,37.91,0.44,0,0.0,0
2023-03-16,COMP_16,63964.65,274705.39,-210740.74000000002,66.59,0.57,0,0.0,0
2023-03-17,COMP_16,340249.09,32741.47,307507.62,104.19,0.79,0,0.0,0
2023-03-18,COMP_16,301065.63,9921.07,291144.56,60.81,0.88,0,0.0,0
2023-03-19,COMP_16,341065.87,16214.25,324851.62,36.99,0.68,0,0.0,0
2023-03-20,COMP_16,310890.71,325063.51,-14172.799999999988,97.77,0.3,0,0.0,0
2023-03-21,COMP_16,444828.35,130743.24,314085.11,104.16,0.23,0,0.0,0
2023-03-22,COMP_16,52983.18,342597.86,-289614.68,82.09,0.31,0,0.0,0
2023-03-23,COMP_16,59466.24,259435.05,-199968.81,94.97,0.67,0,0.0,0
2023-03-24,COMP_16,164392.36,338450.51,-174058.15000000002,110.86,0.32,0,0.0,0
2023-03-25,COMP_16,194775.0,135138.1,59636.899999999994,61.23,0.43,0,0.0,0
2023-03-26,COMP_16,48680.74,388758.38,-340077.64,114.28,0.85,0,0.0,0
2023-03-27,COMP_16,118343.2,24545.98,93797.22,38.94,0.36,0,0.0,1
2023-03-28,COMP_16,223367.31,212235.21,11132.100000000006,92.56,0.24,1,0.0,0
2023-03-29,COMP_16,145365.61,374368.05,-229002.44,86.29,0.49,0,0.0,0
2023-03-30,COMP_16,85723.62,346608.02,-260884.40000000002,116.36,0.55,0,0.0,0
2023-03-31,COMP_16,193657.21,397168.56,-203511.35,91.25,0.44,0,0.0,0
2023-04-01,COMP_16,64704.37,319366.8,-254662.43,80.79,0.74,0,0.0,0
2023-04-02,COMP_16,385645.89,395380.3,-9734.409999999974,109.6,0.79,0,0.0,0
2023-04-03,COMP_16,92947.83,83252.53,9695.300000000003,39.91,0.79,0,0.0,0
2023-04-04,COMP_16,130484.7,231201.65,-100716.95,109.22,0.43,0,0.0,0
2023-04-05,COMP_16,140313.47,57900.68,82412.79000000001,66.89,0.57,0,0.0,0
2023-04-06,COMP_16,490806.79,52461.17,438345.62,31.61,0.73,0,0.0,0
2023-04-07,COMP_16,203173.3,367056.76,-163883.46000000002,89.3,0.13,0,0.0,0
2023-04-08,COMP_16,165904.25,196386.91,-30482.660000000003,105.41,0.35,0,0.0,0
2023-04-09,COMP_16,14393.01,382304.61,-367911.6,42.51,0.33,0,0.0,0
2023-04-10,COMP_16,466761.4,44776.78,421984.62,69.68,0.12,0,0.0,0
2023-04-11,COMP_16,352852.35,191572.86,161279.49,111.69,0.43,0,0.0,0
2023-04-12,COMP_16,265074.71,79787.58,185287.13,58.54,0.17,0,0.0,0
2023-04-13,COMP_16,68079.67,254081.91,-186002.24,110.36,0.37,0,0.0,0
2023-04-14,COMP_16,349053.17,46630.97,302422.19999999995,66.73,0.64,0,0.0,0
2023-04-15,COMP_16,287896.24,320234.24,-32338.0,58.84,0.67,1,0.0,0
2023-04-16,COMP_16,397613.67,102213.15,295400.52,55.37,0.85,0,0.0,0
2023-04-17,COMP_16,246631.14,163729.81,82901.33000000002,86.63,0.25,0,0.0,0
2023-04-18,COMP_16,266934.07,226990.73,39943.34,84.13,0.54,0,0.0,0
2023-04-19,COMP_16,53012.33,83349.78,-30337.449999999997,96.54,0.32,0,0.0,0
2023-04-20,COMP_16,258420.79,141929.04,116491.75,119.48,0.39,0,0.0,0
2023-04-21,COMP_16,322588.15,228513.62,94074.53000000003,81.23,0.5,0,0.0,0
2023-04-22,COMP_16,443713.65,236585.43,207128.22000000003,106.4,0.11,0,0.0,0
2023-04-23,COMP_16,363396.82,169525.95,193870.87,91.3,0.6,0,0.0,0
2023-04-24,COMP_16,145842.93,226372.55,-80529.62,96.42,0.17,0,0.0,0
2023-04-25,COMP_16,154730.05,381436.38,-226706.33000000002,76.83,0.25,0,0.0,0
2023-04-26,COMP_16,193866.81,81056.1,112810.70999999999,32.76,0.55,0,0.0,0
2023-04-27,COMP_16,304851.64,381029.24,-76177.59999999998,118.05,0.81,0,0.0,0
2023-04-28,COMP_16,86653.24,180754.3,-94101.05999999998,85.77,0.78,0,0.0,0
2023-04-29,COMP_16,327245.72,181009.57,146236.14999999997,70.88,0.28,1,5276.74,0
2023-04-30,COMP_16,117094.05,208084.0,-90989.95,52.98,0.26,0,0.0,0
2023-05-01,COMP_16,289374.04,158054.6,131319.43999999997,110.88,0.13,0,0.0,0
2023-05-02,COMP_16,72055.87,5853.24,66202.62999999999,46.1,0.76,0,0.0,0
2023-05-03,COMP_16,337335.15,205363.63,131971.52000000002,111.43,0.15,0,0.0,0
2023-05-04,COMP_16,201894.24,80823.07,121071.16999999998,93.24,0.64,0,0.0,0
2023-05-05,COMP_16,323386.74,311694.61,11692.130000000005,51.55,0.44,0,0.0,0
2023-05-06,COMP_16,353828.96,278099.51,75729.45000000001,93.85,0.35,0,0.0,0
2023-05-07,COMP_16,472801.1,140629.71,332171.39,84.27,0.7,1,0.0,0
2023-05-08,COMP_16,186637.7,174861.13,11776.570000000007,59.13,0.62,1,0.0,0
2023-05-09,COMP_16,284851.81,359571.25,-74719.44,39.01,0.5,0,0.0,0
2023-05-10,COMP_16,262032.56,14855.99,247176.57,39.51,0.57,0,0.0,0
2023-05-11,COMP_16,388337.38,301523.36,86814.02000000002,105.85,0.18,0,0.0,0
2023-05-12,COMP_16,363332.93,323352.67,39980.26000000001,119.08,0.79,0,0.0,0
2023-05-13,COMP_16,289141.53,257241.69,31899.840000000026,60.18,0.72,0,0.0,0
2023-05-14,COMP_16,25679.27,201696.59,-176017.32,107.53,0.17,0,0.0,0
2023-05-15,COMP_16,448459.72,333776.48,114683.23999999999,114.05,0.8,0,0.0,0
2023-05-16,COMP_16,158226.28,201257.79,-43031.51000000001,83.0,0.73,0,0.0,0
2023-05-17,COMP_16,246478.98,67347.36,179131.62,92.44,0.56,0,0.0,0
2023-05-18,COMP_16,482701.8,5002.19,477699.61,59.29,0.64,0,0.0,0
2023-05-19,COMP_16,47573.9,234696.34,-187122.44,110.63,0.54,0,0.0,0
2023-05-20,COMP_16,19183.17,13537.81,5645.359999999999,109.95,0.18,1,0.0,0
2023-05-21,COMP_16,340570.88,379837.41,-39266.52999999997,62.61,0.69,0,0.0,0
2023-05-22,COMP_16,108884.0,329269.29,-220385.28999999998,53.16,0.33,1,0.0,0
2023-05-23,COMP_16,217159.5,396071.91,-178912.40999999997,63.24,0.39,0,0.0,0
2023-05-24,COMP_16,124555.19,172168.05,-47612.859999999986,93.06,0.13,0,0.0,0
2023-05-25,COMP_16,129960.99,263443.5,-133482.51,56.1,0.59,0,0.0,0
2023-05-26,COMP_16,140617.37,72387.02,68230.34999999999,35.1,0.6,0,0.0,0
2023-05-27,COMP_16,311542.27,392923.47,-81381.19999999995,36.7,0.49,0,0.0,0
2023-05-28,COMP_16,391354.01,391906.94,-552.929999999993,37.96,0.76,0,0.0,0
2023-05-29,COMP_16,251664.67,33249.9,218414.77000000002,76.99,0.12,0,0.0,0
2023-05-30,COMP_16,234880.43,82495.64,152384.78999999998,62.51,0.25,0,0.0,0
2023-05-31,COMP_16,312209.13,115444.96,196764.16999999998,89.13,0.53,0,0.0,0
2023-06-01,COMP_16,213703.82,329441.39,-115737.57,95.66,0.53,0,0.0,0
2023-06-02,COMP_16,270601.3,32036.84,238564.46,80.94,0.38,0,0.0,0
2023-06-03,COMP_16,325970.9,271042.0,54928.90000000002,91.13,0.19,0,0.0,0
2023-06-04,COMP_16,210004.47,306326.4,-96321.93000000002,41.24,0.25,0,0.0,0
2023-06-05,COMP_16,140534.61,166295.58,-25760.97,33.15,0.13,0,0.0,0
2023-06-06,COMP_16,433221.04,107788.2,325432.83999999997,33.05,0.67,0,0.0,0
2023-06-07,COMP_16,199016.37,67701.05,131315.32,39.57,0.62,1,7103.49,1
2023-06-08,COMP_16,222853.69,359658.57,-136804.88,48.46,0.19,0,0.0,0
2023-06-09,COMP_16,165666.93,270155.83,-104488.90000000002,60.01,0.56,0,0.0,0
2023-06-10,COMP_16,163070.29,216322.69,-53252.399999999994,32.09,0.73,0,0.0,0
2023-06-11,COMP_16,115532.95,108684.7,6848.25,81.89,0.54,0,0.0,0
2023-06-12,COMP_16,445630.17,22188.61,423441.56,67.55,0.57,0,0.0,0
2023-06-13,COMP_16,113177.37,29423.13,83754.23999999999,81.21,0.62,0,0.0,0
2023-06-14,COMP_16,171603.83,328821.92,-157218.09,47.52,0.54,0,0.0,0
2023-06-15,COMP_16,336617.39,123313.46,213303.93,104.07,0.69,0,0.0,0
2023-06-16,COMP_16,31199.79,279669.29,-248469.49999999997,115.03,0.72,0,0.0,0
2023-06-17,COMP_16,159247.21,272706.07,-113458.86000000002,94.08,0.64,1,0.0,0
2023-06-18,COMP_16,29432.19,363835.52,-334403.33,44.44,0.66,0,0.0,0
2023-06-19,COMP_16,416903.47,136162.96,280740.51,101.48,0.16,0,0.0,0
2023-06-20,COMP_16,250798.66,276400.89,-25602.23000000001,113.09,0.69,1,0.0,0
2023-06-21,COMP_16,268862.46,109176.79,159685.67000000004,118.7,0.14,0,0.0,0
2023-06-22,COMP_16,199390.74,367498.55,-168107.81,63.12,0.83,0,0.0,0
2023-06-23,COMP_16,265657.55,127984.37,137673.18,70.44,0.44,0,0.0,0
2023-06-24,COMP_16,101362.42,137720.22,-36357.8,86.2,0.41,0,0.0,1
2023-06-25,COMP_16,194779.53,187742.49,7037.040000000008,44.77,0.41,0,0.0,0
2023-06-26,COMP_16,99206.48,153668.08,-54461.59999999999,103.68,0.6,1,0.0,0
2023-06-27,COMP_16,84057.23,21808.35,62248.88,65.92,0.52,0,0.0,0
2023-06-28,COMP_16,71160.54,23510.0,47650.53999999999,106.58,0.86,0,0.0,0
2023-06-29,COMP_16,54032.81,351613.36,-297580.55,116.28,0.31,0,0.0,0
2023-06-30,COMP_16,256207.24,274572.09,-18364.850000000035,75.4,0.86,0,0.0,0
2023-07-01,COMP_16,173896.71,154131.34,19765.369999999995,93.79,0.84,0,0.0,0
2023-07-02,COMP_16,377881.83,131786.55,246095.28000000003,98.12,0.73,0,0.0,0
2023-07-03,COMP_16,382263.19,327727.19,54536.0,60.35,0.74,0,0.0,0
2023-07-04,COMP_16,361305.87,78680.9,282624.97,38.37,0.56,1,0.0,0
2023-07-05,COMP_16,414985.8,205056.13,209929.66999999998,107.48,0.77,0,0.0,0
2023-07-06,COMP_16,423066.25,74529.96,348536.29,57.35,0.29,0,0.0,0
2023-07-07,COMP_16,99291.62,352191.06,-252899.44,93.53,0.8,0,0.0,0
2023-07-08,COMP_16,148744.07,8824.03,139920.04,55.61,0.4,0,0.0,0
2023-07-09,COMP_16,197754.6,23352.36,174402.24,93.36,0.68,0,0.0,0
2023-07-10,COMP_16,484642.81,366055.34,118587.46999999997,79.62,0.46,0,0.0,0
2023-07-11,COMP_16,286827.71,375329.94,-88502.22999999998,83.48,0.89,0,0.0,0
2023-07-12,COMP_16,170554.76,63987.72,106567.04000000001,101.72,0.73,0,0.0,0
2023-07-13,COMP_16,295166.95,48262.43,246904.52000000002,75.16,0.84,0,0.0,0
2023-07-14,COMP_16,24165.89,292592.16,-268426.26999999996,115.22,0.5,0,0.0,0
2023-07-15,COMP_16,458968.0,74824.01,384143.99,66.33,0.23,0,0.0,0
2023-07-16,COMP_16,472659.77,167943.49,304716.28,81.03,0.81,0,0.0,0
2023-07-17,COMP_16,381009.31,135558.65,245450.66,44.79,0.5,0,0.0,0
2023-07-18,COMP_16,486976.44,203350.44,283626.0,107.08,0.26,1,0.0,0
2023-07-19,COMP_16,406259.16,158957.13,247302.02999999997,73.71,0.57,0,0.0,0
2023-07-20,COMP_16,48242.2,362104.64,-313862.44,114.37,0.57,0,0.0,0
2023-07-21,COMP_16,278807.93,327792.6,-48984.669999999984,103.33,0.17,0,0.0,0
2023-07-22,COMP_16,473598.54,122173.31,351425.23,48.54,0.82,0,0.0,0
2023-07-23,COMP_16,157009.71,229299.07,-72289.36000000002,85.46,0.43,1,0.0,0
2023-07-24,COMP_16,201785.55,175006.15,26779.399999999994,86.79,0.43,0,0.0,0
2023-07-25,COMP_16,213878.75,140356.12,73522.63,70.2,0.27,0,0.0,0
2023-07-26,COMP_16,91660.87,83081.01,8579.86,67.8,0.6,0,0.0,0
2023-07-27,COMP_16,461269.26,330024.64,131244.62,116.75,0.39,0,0.0,0
2023-07-28,COMP_16,410346.18,68740.25,341605.93,59.34,0.49,0,0.0,0
2023-07-29,COMP_16,60027.05,171562.02,-111534.96999999999,113.06,0.8,0,0.0,0
2023-07-30,COMP_16,64720.84,84102.48,-19381.64,52.74,0.49,0,0.0,0
2023-07-31,COMP_16,71769.91,178542.81,-106772.9,44.64,0.7,0,0.0,0
2023-08-01,COMP_16,349772.67,95138.24,254634.43,36.84,0.55,0,0.0,0
2023-08-02,COMP_16,379214.28,135079.82,244134.46000000002,73.95,0.84,0,0.0,1
2023-08-03,COMP_16,86931.18,285028.89,-198097.71000000002,88.74,0.8,0,0.0,0
2023-08-04,COMP_16,74767.82,373572.57,-298804.75,68.4,0.83,0,0.0,0
2023-08-05,COMP_16,155303.26,240883.87,-85580.60999999999,106.07,0.41,1,0.0,0
2023-08-06,COMP_16,349834.94,295606.77,54228.169999999984,54.66,0.12,0,0.0,0
2023-08-07,COMP_16,451369.35,381642.48,69726.87,96.18,0.68,0,0.0,0
2023-08-08,COMP_16,403031.27,225868.96,177162.31000000003,91.35,0.72,0,0.0,0
2023-08-09,COMP_16,399568.03,184237.43,215330.60000000003,104.42,0.45,0,0.0,0
2023-08-10,COMP_16,374521.66,232081.2,142440.45999999996,66.41,0.49,0,0.0,0
2023-08-11,COMP_16,195301.13,120502.53,74798.6,64.96,0.5,0,0.0,0
2023-08-12,COMP_16,198892.28,117971.51,80920.77,119.86,0.16,0,0.0,0
2023-08-13,COMP_16,421366.75,366107.63,55259.119999999995,66.13,0.76,0,0.0,0
2023-08-14,COMP_16,164780.35,139961.24,24819.110000000015,65.76,0.4,0,0.0,0
2023-08-15,COMP_16,130334.27,12337.36,117996.91,74.07,0.46,0,0.0,0
2023-08-16,COMP_16,259861.24,97726.55,162134.69,108.98,0.24,0,0.0,0
2023-08-17,COMP_16,493219.92,255379.65,237840.27,61.86,0.11,0,0.0,0
2023-08-18,COMP_16,327399.5,235288.36,92111.14000000001,53.87,0.16,0,0.0,0
2023-08-19,COMP_16,422641.86,107621.01,315020.85,88.76,0.19,0,0.0,0
2023-08-20,COMP_16,414534.84,131765.57,282769.27,101.9,0.64,0,0.0,0
2023-08-21,COMP_16,259522.24,261057.49,-1535.25,74.61,0.46,0,0.0,0
2023-08-22,COMP_16,27948.32,352514.14,-324565.82,104.25,0.39,0,0.0,0
2023-08-23,COMP_16,48592.84,172383.13,-123790.29000000001,37.73,0.58,0,0.0,0
2023-08-24,COMP_16,339870.73,197422.07,142448.65999999997,45.75,0.18,0,0.0,0
2023-08-25,COMP_16,324682.08,5493.8,319188.28,94.0,0.67,0,0.0,0
2023-08-26,COMP_16,422731.2,314912.06,107819.14000000001,118.49,0.4,1,0.0,0
2023-08-27,COMP_16,211618.37,188822.78,22795.589999999997,69.68,0.6,0,0.0,0
2023-08-28,COMP_16,280364.37,362162.77,-81798.40000000002,30.24,0.6,0,0.0,0
2023-08-29,COMP_16,374464.21,94724.94,279739.27,48.44,0.66,0,0.0,0
2023-08-30,COMP_16,247169.13,186525.57,60643.56,92.23,0.1,0,0.0,0
2023-08-31,COMP_16,375299.97,356246.03,19053.939999999944,69.62,0.37,0,0.0,0
2023-09-01,COMP_16,43557.49,322113.98,-278556.49,102.63,0.43,0,0.0,0
2023-09-02,COMP_16,427106.21,351610.63,75495.58000000002,53.97,0.6,0,0.0,0
2023-09-03,COMP_16,20391.94,232977.97,-212586.03,43.49,0.11,0,0.0,0
2023-09-04,COMP_16,337889.96,85036.11,252853.85000000003,109.88,0.33,0,0.0,0
2023-09-05,COMP_16,134364.62,34283.37,100081.25,56.53,0.79,0,0.0,0
2023-09-06,COMP_16,61380.92,184968.57,-123587.65000000001,50.63,0.68,1,0.0,0
2023-09-07,COMP_16,27286.3,130080.58,-102794.28,32.57,0.13,0,0.0,0
2023-09-08,COMP_16,159059.36,163179.14,-4119.780000000028,66.44,0.72,0,0.0,0
2023-09-09,COMP_16,317028.64,230838.15,86190.49000000002,43.86,0.78,0,0.0,0
2023-09-10,COMP_16,216025.44,132467.24,83558.20000000001,80.17,0.41,0,0.0,0
2023-09-11,COMP_16,161091.86,280903.13,-119811.27000000002,61.25,0.45,0,0.0,0
2023-09-12,COMP_16,371229.59,13784.78,357444.81,35.42,0.84,0,0.0,0
2023-09-13,COMP_16,251745.12,325907.55,-74162.43,42.46,0.62,0,0.0,0
2023-09-14,COMP_16,24750.37,239126.59,-214376.22,80.11,0.77,0,0.0,0
2023-09-15,COMP_16,444763.93,166224.78,278539.15,42.37,0.6,0,0.0,0
2023-09-16,COMP_16,283382.4,50424.81,232957.59000000003,32.43,0.64,0,0.0,0
2023-09-17,COMP_16,431019.17,36946.19,394072.98,39.47,0.79,0,0.0,0
2023-09-18,COMP_16,371696.92,358289.47,13407.450000000012,92.06,0.73,0,0.0,0
2023-09-19,COMP_16,433420.7,247870.83,185549.87000000002,51.07,0.52,0,0.0,0
2023-09-20,COMP_16,330904.14,21647.22,309256.92000000004,57.33,0.64,0,0.0,0
2023-09-21,COMP_16,440755.71,271356.83,169398.88,74.9,0.27,0,0.0,0
2023-09-22,COMP_16,86103.17,195288.91,-109185.74,66.81,0.48,0,0.0,0
2023-09-23,COMP_16,482414.37,391850.25,90564.12,68.35,0.73,0,0.0,0
2023-09-24,COMP_16,155372.54,128892.31,26480.23000000001,83.62,0.56,1,0.0,0
2023-09-25,COMP_16,429855.36,357035.3,72820.06,102.11,0.37,0,0.0,0
2023-09-26,COMP_16,347888.48,157694.35,190194.12999999998,106.35,0.87,0,0.0,0
2023-09-27,COMP_16,423014.69,14586.47,408428.22000000003,41.61,0.78,0,0.0,0
2023-09-28,COMP_16,445537.41,143826.02,301711.39,87.05,0.61,0,0.0,0
2023-09-29,COMP_16,458843.39,77448.87,381394.52,45.62,0.48,0,0.0,0
2023-09-30,COMP_16,59073.08,248540.2,-189467.12,60.58,0.74,0,0.0,0
2023-10-01,COMP_16,492097.76,31161.24,460936.52,82.0,0.89,0,0.0,0
2023-10-02,COMP_16,25724.66,13438.45,12286.21,33.25,0.89,1,0.0,0
2023-10-03,COMP_16,152581.09,62653.7,89927.39,59.62,0.4,0,0.0,0
2023-10-04,COMP_16,375900.21,260357.66,115542.55000000002,98.93,0.69,0,0.0,0
2023-10-05,COMP_16,148562.55,273345.41,-124782.85999999999,116.34,0.56,1,0.0,0
2023-10-06,COMP_16,399290.62,342173.05,57117.57000000001,86.79,0.85,0,0.0,0
2023-10-07,COMP_16,115701.44,224555.33,-108853.88999999998,111.58,0.16,0,0.0,0
2023-10-08,COMP_16,66547.01,51124.03,15422.979999999996,62.95,0.32,0,0.0,0
2023-10-09,COMP_16,74027.83,246287.34,-172259.51,91.93,0.66,0,0.0,0
2023-10-10,COMP_16,441461.06,383264.3,58196.76000000001,64.99,0.8,0,0.0,0
2023-10-11,COMP_16,62230.7,274635.39,-212404.69,42.28,0.34,0,0.0,0
2023-10-12,COMP_16,463851.55,239329.82,224521.72999999998,90.43,0.35,0,0.0,0
2023-10-13,COMP_16,429896.28,160017.95,269878.33,72.14,0.45,0,0.0,0
2023-10-14,COMP_16,170365.39,192636.02,-22270.629999999976,93.53,0.82,0,0.0,0
2023-10-15,COMP_16,190648.98,222392.94,-31743.959999999992,67.58,0.25,0,0.0,0
2023-10-16,COMP_16,496441.22,368086.62,128354.59999999998,91.49,0.77,0,0.0,0
2023-10-17,COMP_16,39696.07,284337.65,-244641.58000000002,117.29,0.79,0,0.0,0
2023-10-18,COMP_16,472510.42,90326.94,382183.48,101.39,0.32,0,0.0,0
2023-10-19,COMP_16,97327.03,289643.5,-192316.47,45.73,0.23,0,0.0,0
2023-10-20,COMP_16,141549.04,337249.58,-195700.54,102.72,0.56,0,0.0,0
2023-10-21,COMP_16,189896.42,109041.0,80855.42000000001,43.5,0.41,0,0.0,0
2023-10-22,COMP_16,303067.21,365674.53,-62607.32000000001,43.09,0.15,0,0.0,0
2023-10-23,COMP_16,395982.28,204859.29,191122.99000000002,73.93,0.39,0,0.0,0
2023-10-24,COMP_16,17855.85,38000.59,-20144.739999999998,75.45,0.22,0,0.0,0
2023-10-25,COMP_16,57970.82,97907.92,-39937.1,62.14,0.13,0,0.0,0
2023-10-26,COMP_16,162135.43,321152.75,-159017.32,105.89,0.25,0,0.0,0
2023-10-27,COMP_16,404265.54,385670.62,18594.919999999984,30.61,0.43,0,0.0,0
2023-10-28,COMP_16,40520.11,273842.74,-233322.63,56.0,0.16,0,0.0,0
2023-10-29,COMP_16,371133.68,297798.41,73335.27000000002,105.79,0.4,0,0.0,0
2023-10-30,COMP_16,239227.73,279134.46,-39906.73000000001,64.38,0.53,0,0.0,0
2023-10-31,COMP_16,315294.26,178504.43,136789.83000000002,102.71,0.65,0,0.0,0
2023-11-01,COMP_16,354222.24,39369.63,314852.61,101.32,0.28,0,0.0,0
2023-11-02,COMP_16,289953.78,172501.51,117452.27000000002,30.61,0.21,0,0.0,0
2023-11-03,COMP_16,188276.3,369670.27,-181393.97000000003,59.92,0.53,0,0.0,0
2023-11-04,COMP_16,244016.84,138140.18,105876.66,111.79,0.46,0,0.0,0
2023-11-05,COMP_16,43151.46,313608.82,-270457.36,76.13,0.63,0,0.0,0
2023-11-06,COMP_16,202188.0,325514.81,-123326.81,53.3,0.63,0,0.0,0
2023-11-07,COMP_16,56923.93,131156.08,-74232.15,32.8,0.6,0,0.0,0
2023-11-08,COMP_16,32498.42,90597.12,-58098.7,66.72,0.41,0,0.0,1
2023-11-09,COMP_16,149375.39,289807.67,-140432.27999999997,49.8,0.8,0,0.0,0
2023-11-10,COMP_16,177499.11,8414.31,169084.8,76.53,0.52,0,0.0,0
2023-11-11,COMP_16,393912.84,19518.55,374394.29000000004,74.06,0.52,0,0.0,0
2023-11-12,COMP_16,296966.7,6223.72,290742.98000000004,53.87,0.5,1,2139.31,0
2023-11-13,COMP_16,337932.53,153070.37,184862.16000000003,86.11,0.9,1,4183.42,0
2023-11-14,COMP_16,453298.18,41406.23,411891.95,70.71,0.4,0,0.0,1
2023-11-15,COMP_16,369439.15,158555.06,210884.09000000003,104.61,0.49,0,0.0,0
2023-11-16,COMP_16,119564.11,102678.24,16885.869999999995,78.46,0.33,0,0.0,1
2023-11-17,COMP_16,451212.28,255829.91,195382.37000000002,110.24,0.85,0,0.0,0
2023-11-18,COMP_16,442180.88,229279.81,212901.07,41.41,0.39,0,0.0,0
2023-11-19,COMP_16,333000.88,350734.64,-17733.76000000001,98.18,0.35,0,0.0,0
2023-11-20,COMP_16,209991.45,323406.28,-113414.83000000002,85.07,0.76,0,0.0,0
2023-11-21,COMP_16,109138.94,220395.15,-111256.20999999999,69.02,0.55,0,0.0,0
2023-11-22,COMP_16,336782.88,225619.66,111163.22,79.41,0.51,1,9411.13,0
2023-11-23,COMP_16,182428.56,224184.89,-41756.330000000016,38.6,0.34,0,0.0,0
2023-11-24,COMP_16,322867.71,156818.38,166049.33000000002,45.4,0.81,0,0.0,0
2023-11-25,COMP_16,201465.02,27508.07,173956.94999999998,39.61,0.32,0,0.0,0
2023-11-26,COMP_16,493315.51,327586.1,165729.41000000003,95.69,0.57,0,0.0,0
2023-11-27,COMP_16,304658.89,66072.23,238586.66000000003,44.75,0.57,0,0.0,0
2023-11-28,COMP_16,309704.74,272214.58,37490.159999999974,30.52,0.5,0,0.0,0
2023-11-29,COMP_16,197492.94,390747.14,-193254.2,90.32,0.63,1,0.0,1
2023-11-30,COMP_16,106932.14,325160.59,-218228.45,44.61,0.47,0,0.0,0
2023-12-01,COMP_16,239573.9,253336.08,-13762.179999999993,91.02,0.6,0,0.0,0
2023-12-02,COMP_16,280326.24,198491.21,81835.03,118.84,0.33,0,0.0,0
2023-12-03,COMP_16,71360.71,144924.69,-73563.98,102.15,0.29,0,0.0,0
2023-12-04,COMP_16,338869.55,292682.62,46186.92999999999,107.94,0.41,0,0.0,0
2023-12-05,COMP_16,157134.32,387422.39,-230288.07,107.87,0.33,0,0.0,0
2023-12-06,COMP_16,221426.98,346178.6,-124751.61999999997,92.12,0.63,0,0.0,0
2023-12-07,COMP_16,222622.02,294796.13,-72174.11000000002,85.66,0.17,0,0.0,0
2023-12-08,COMP_16,370999.14,298709.81,72289.33000000002,74.15,0.19,0,0.0,0
2023-12-09,COMP_16,392702.94,76094.59,316608.35,71.84,0.64,1,0.0,1
2023-12-10,COMP_16,476931.85,288705.73,188226.12,97.18,0.71,0,0.0,0
2023-12-11,COMP_16,228396.01,169521.8,58874.21000000002,71.44,0.63,0,0.0,0
2023-12-12,COMP_16,233543.27,148532.19,85011.07999999999,118.5,0.29,0,0.0,0
2023-12-13,COMP_16,98032.07,162766.55,-64734.47999999998,56.31,0.23,0,0.0,0
2023-12-14,COMP_16,236494.74,82365.89,154128.84999999998,99.11,0.35,0,0.0,0
2023-12-15,COMP_16,222857.75,188112.77,34744.98000000001,77.67,0.87,1,0.0,0
2023-12-16,COMP_16,29062.7,246842.83,-217780.12999999998,38.07,0.67,0,0.0,0
2023-12-17,COMP_16,471839.33,169758.58,302080.75,71.45,0.57,0,0.0,0
2023-12-18,COMP_16,222169.96,70894.03,151275.93,98.65,0.28,0,0.0,0
2023-12-19,COMP_16,339032.68,229977.28,109055.4,89.09,0.19,0,0.0,0
2023-12-20,COMP_16,486950.62,24601.45,462349.17,56.85,0.85,1,0.0,0
2023-12-21,COMP_16,47239.14,226735.24,-179496.09999999998,66.01,0.75,0,0.0,0
2023-12-22,COMP_16,249705.58,67270.83,182434.75,92.34,0.76,0,0.0,0
2023-12-23,COMP_16,440409.96,59386.02,381023.94,53.43,0.49,0,0.0,0
2023-12-24,COMP_16,204747.25,377835.09,-173087.84000000003,111.76,0.47,0,0.0,0
2023-12-25,COMP_16,194997.57,87979.31,107018.26000000001,37.47,0.64,0,0.0,0
2023-12-26,COMP_16,391684.71,311499.81,80184.90000000002,74.19,0.18,1,0.0,0
2023-12-27,COMP_16,131054.9,246129.55,-115074.65,66.45,0.61,0,0.0,0
2023-12-28,COMP_16,370582.23,247421.67,123160.55999999997,37.2,0.15,0,0.0,0
2023-12-29,COMP_16,144859.05,262326.64,-117467.59000000003,47.56,0.66,0,0.0,0
2023-12-30,COMP_16,328895.06,384767.21,-55872.15000000002,47.35,0.83,0,0.0,0
2023-12-31,COMP_16,35442.11,300578.61,-265136.5,73.04,0.68,0,0.0,0
2023-01-01,COMP_17,139185.71,60921.13,78264.57999999999,44.45,0.79,0,0.0,0
2023-01-02,COMP_17,173794.58,346854.99,-173060.41,72.99,0.9,0,0.0,0
2023-01-03,COMP_17,58349.41,104975.39,-46625.979999999996,42.19,0.47,0,0.0,0
2023-01-04,COMP_17,73782.59,247770.46,-173987.87,50.73,0.48,0,0.0,0
2023-01-05,COMP_17,275245.03,260732.05,14512.98000000004,54.79,0.32,0,0.0,0
2023-01-06,COMP_17,294067.04,253116.67,40950.369999999966,38.46,0.78,0,0.0,0
2023-01-07,COMP_17,460111.61,71611.97,388499.64,91.8,0.87,0,0.0,0
2023-01-08,COMP_17,370085.06,7757.23,362327.83,108.53,0.15,0,0.0,0
2023-01-09,COMP_17,109636.92,359812.07,-250175.15000000002,97.16,0.37,0,0.0,0
